id,image_id,#日本語(原文),#やさしい日本語
46193,479008,飛行機の機内には人が数名乗っている,空の上を飛ぶ物に人々が乗る。
46214,338595,傘をさした大人や子供が大勢で歩いている,傘の大人や子供が多く歩く。
46352,1869,ゾウの群れの中に子どものゾウがいる,大きい動物の中に子供の動物がいる。
46366,504500,海を背景にサーフボードを背中に付けて並んだ人達,海を背景に板を背につけた人が並ぶ。
46374,123946,紙のお皿に乗った2つのホットドッグ,紙の上に食べ物がいくつかある。
46421,17313,ワインを配っている男性二人とそれを飲む女性たち,男が二人で酒を配る。女が酒を飲む。
46523,83768,テレビにテンガロンをかぶった男性が2人映っている,テレビに帽子の男が二人いる。
46554,298403,白い帽子を被って白いズボンを履いた男性が、右手にラケットを持っている,白い帽子と白いズボンの男が右の手に道具を持つ。
46599,495993,海の近くにあるPUBLIC MARKETと書かれた大きなきわえて看板のある人がにぎわう市場,海の近くの市場に人が多い。大きい看板に文字がある。
46661,440940,青いビキニの上に青いライフジャケットを着けた女性が青いカヤックに乗って急流を下っている,青い服の女が青い船に乗って川を下る。
46833,503293,バッターボックスの背番号25番の選手がボールを打った瞬間,選手が打つ場所でボールを打つ。
46989,527098,青空と遊園地と湖とモーターボート,空と楽しい場所と湖と船。
47170,530741,イワシとブロッコリーをトマトソースで和えたものが玄米ご飯の上にのっている,魚と野菜をトマトの味でまぜた物がご飯の上にある。
47225,93201,白い犬が黒い帽子をかぶっている,白い犬が黒い帽子をつける。
47244,21503,マヨネーズを塗ったパンが並べられている,パンに白い物がつく。パンが並ぶ。
47585,549885,惣菜がトッピングされているパン,パンに野菜がある。
47593,579231,バッターボックスのバッターがボールを打とうとしている瞬間,打つ人が打つ場所でボールを打つ。
47614,414435,男の人の形をした人形が、ストライプのシャツにネクタイを締めている,男の形の人形が服にネクタイをする。
47687,230884,ヘルメットをかぶってスケボーをしている男の子,少年が帽子をつけて板で遊ぶ。
47710,556193,2人の男性がテレビの前でリモコンのようなものを持っている,男が二人でテレビの前に立つ。手に道具を持つ。
47719,139260,透明な容器にバナナやクリームが盛られていて青いスプーンが添えられている,器にバナナとクリームがある。青いスプーンがある。
47845,35814,消火栓から流れ出した水が凍っている,火事を消す道具から出た水が凍る。
47891,575403,緑の草はらで寝そべっている羊たち,動物が草の上で寝る。
47982,451693,ハラペーニョとチーズのシンプルなピザ,チーズのある食べ物がある。
47999,403736,小さな男の子がスキー板を履いて立っている,小さい少年が雪の上で板をつけて立つ。
48053,335041,街に積もった雪の上をスキー板を履き、ストックを持った男性が歩いている,道の雪の上を板をつけた男が道具を持って歩く。
48059,183676,女性がサーフボードを取り付けた自転車の奥に立っている,女が板のついた車の後ろに立つ。
48077,301282,子供がスプーンですくったピザのようなものから、チーズが伸びている,子供がスプーンで食べ物をすくう。チーズがある。
48229,363830,バスタブにシャワーを後付けしてみた,風呂に水の道具がつく。
48331,5540,白いプレートにトマト・チーズ・生ハムなどが盛りつけられている,白い皿にトマトとチーズと肉がある。
48342,76648,ストップの看板にいろいろなシールが貼られている,止まる看板に紙がいろいろつく。
48373,67832,ラムチョップとジャガイモと人参,肉と野菜がある。
48416,125458,プレートにホットドッグが3本とフライが盛りつけられている,皿に食べ物がいくつかある。
48483,548095,水辺に白い牛が2頭足をつけている,水のそばに白い牛が足をつける。
48590,276986,犬がタオルをかぶって、ベッドの上に寝転がっている,犬が頭に布をつけてベッドで寝る。
48655,511777,ヘルメットをして自転車に乗っている,帽子の人がバイクに乗っている。
48707,182078,消火栓の前にスニーカーとカジュアルシューズが脱ぎそろえて置いてある,火事を消す道具の前に靴が脱いで置いてある。
48768,153624,ネックレスをしてスケボーを持つ人,首に物をつけた人が板を持っている。
48823,539566,器にブロッコリーや野菜が盛りつけられている,器に野菜が盛りつけられている。
49036,283881,NASAのステッカーを付けたぬいぐるみが座っている,人形が座っている。文字のマークがついている。
49164,180011,キリンたちに男性が餌をあげている,男が首が長い動物に食べ物をあげている。
49204,185850,男性が蜘蛛の柄のネクタイとシルクハットを被っている,男がネクタイと黒い帽子をつけている。
49394,44831,大きな時計がつけられた建物の前で記念撮影しているたくさんの人々,建物の前で人々が写真を撮る。建物に大きい時計がある。
49599,385204,猫が果物の皮で出来たかぶりものをかぶっている,猫が果物の物を頭につけている。
49612,394050,チェック柄の帽子をかぶり赤いポロシャツとチェック柄のハーフパンツをはいている男性が手にフリスビーを5個持っている,帽子の男が丸い道具をたくさん持っている。
49726,170960,木のベンチに帽子をかぶった眼鏡の女性の像が腰かけている,木の椅子に帽子の眼鏡の女性の形が座っている。
49744,207926,凱旋門のそばを傘をさした人々がたくさん歩いている,傘の人々がたくさん歩いている。
49753,335532,黒人の女性が、口に何か食べ物を、ほおばっている,女が食べ物を口に入れている。
49841,540912,薬指に金の指輪をした左手が白いキーボードのキーに触れている,左の手に金の円の物がある。白い機械に触れている。
49882,103163,青のヘルメットを被りタバコをふかしている男性はバイクにまたがり、赤い帽子を被った男性がその男性の肩を組んでいる,青い帽子の男がバイクに乗っている。赤い帽子の男が肩を組む。
50153,58001,白い犬がリモコンに前足を置いて眠っている,白い犬がゲームの道具に足を置いて寝ている。
50234,364031,水上マーケットで女性が焼いたエビを売っている,船の上で女が焼いた魚を売っている。
50330,73503,馬の顔のすぐ横に、フードを被った女性がいる,馬の顔の横に帽子の女がいる。
50467,19402,二人のフードをかぶった人がいて、女性の方が、何か食べようとしている,帽子の人が二人いる。女が食べようとしている。
50540,103163,バイクにまたがった男性が煙草をくわえている,バイクの男が煙草を口に入れている。
50747,50767,ネクタイを緩く結んだ男性がタバコを吸っている,男がネクタイをして煙草を吸っている。
50802,58001,ブルドッグがリモコンの上で寝ている,犬がゲームの道具の上で寝ている。
50883,309610,スキー板を履いた女性がスキー場で笑っている,女が雪の上で板をつけて笑っている。
50884,37865,女の子が口の周りにチョコをつけてドーナツをほおばっている,女の子が口に食べ物をつけて菓子を食べている。
51020,145824,スキー板をはいた人が雪山を登っている,雪山で板をつけた人が上がる。
51108,442149,大自然の中で育っている野生の動物,緑の場所に動物がいる。
51122,300245,ユニットバスのトイレにカバーをつけた,トイレに布をつけた。
51451,429293,大量のフライドポテトとホットドッグ,食べ物がたくさんある。
51480,272718,ウェットスーツの人がウィンドサーフィンをしている,海で人が板に乗っている。
51611,136600,ホームページを閲覧中のパソコンの横でアロマキャンドルがたかれている,コンピューターの横にろうそくがある。
51641,466789,猫が石田畳みのうえで傘にじゃれついている,猫が床の上で傘で遊ぶ。
51674,453507,帽子をかぶった、胸のところだけ白い黒猫がいる,黒い猫がいる。胸が白い。
51719,360661,ゼッケンをつけている馬に跨って浜辺を駆けている,海岸で馬に乗った人が走っている。
51802,392753,マカロニサラダとハンバーガー,食べ物にパンと肉がある。
51939,570185,Wilの本体とリモコンと外付け部品が床の上に置かれている,床の上にゲームの機械と道具が置いてある。
51960,362348,耳に煙草と乗せた男性がバナナを売っている,耳に煙草をつけた男がバナナを売っている。
51972,80306,白い短いスカートを履いた女の人がテニスをプレーしている,白いスカートの女がテニスをしている。
51978,518551,ゾウの群れが草原を歩いている,大きい動物が草の上を歩いている。
52051,513149,ビルに多くの看板が取り付けられている,建物に看板が多くついている。
52229,29472,白い服を着た人が傘をさしている,白い服の人が傘をさしている。
52263,463722,赤い旗を付けられた白い馬が走っている,白い馬が走っている。赤い物がついている。
52367,435134,ビデオカメラをつないだテレビに映る男の子を犬が見ている,テレビに少年が見える。犬がテレビを見ている。
52446,82986,黒いヘアバンドをした男性が赤いフリスビーを投げている,頭に黒い物をつけた男が赤い道具を投げている。
52474,187791,ピンクの大きなネクタイをしめた女性が立っている,ピンクの大きいネクタイの女が立っている。
52561,437564,ノートパソコンの上にカメラと携帯とUSBメモリが乗っている,コンピューターの上にカメラと電話と道具がある。
52661,431832,バッターがバッターボックスに立っている,打つ場所に選手が立っている。
52758,111609,男性が毛布をかぶって寝ているところ,男が毛布の下で寝ている。
52890,412658,バッターがヘルメットをかぶってバッターボックスに立っている,帽子の選手が打つ場所に立っている。
53146,145781,黒い犬がギネスビールの瓶の飲み口に口を付けている,黒い犬が瓶の口に口をつけている。
53148,457147,焼き有の試合中、バッターがバッターボックスに立っている,野球の試合で選手が打つ場所に立っている。
53204,146411,子猫が青いスニーカーの靴ひもにじゃれついている,子猫が青い靴で遊んでいる。
53346,572790,長いウインナーと野菜たっぷりのホットドッグ,長い肉と野菜のパンの食べ物がある。
53349,501122,ガスマスクを装着した長髪の男性が電動ノコギリで木材を切断しようとしている,顔を隠す物の男が木を切る道具を持っている。
53473,178317,頭にゴーグルを乗せた女性2人が、こちらを向いて笑っている,女が二人いる。眼鏡を頭につけて笑っている。
53498,19881,花瓶に稲穂がリボンをつけて飾られている,瓶に植物が入っている。布がついている。
53628,462011,ストライプのシャツを着た男性が黒のネクタイを締めている,服の男が黒いネクタイをしている。
53736,155732,デザートにスプーンを添えてテーブルに置いてある,机の上に菓子がある。スプーンがある。
54016,84540,ヘルメットをかぶって、自転車で、道路を走行している,帽子の人がバイクで道路を走っている。
54027,552947,黒い帽子をかぶった男性が電話をしている,黒い帽子の男が電話をしている。
54169,34691,犬がネクタイをつけて座っている,犬がネクタイをつけて座っている。
54287,575473,トイレの床に紙が貼り付けてある,トイレの床に紙がついている。
54696,270215,ヘルメットにスケートボードで上半身裸の男,帽子の男が板に乗っている。上に服がない。
54749,393225,肉と海老と野菜の入ったにゅうめん,肉と魚と野菜の食べ物がある。
54792,148719,芝生の上の赤いピックアップトラック,芝生の上に赤い車がある。
54812,347823,揃いの尖り帽子をかぶった男児と女児,同じとんがり帽子の子供がいる。
54828,420229,8等分のクシ形アップルカッター,食べ物を切る道具がある。
55030,147546,壁づたいに紐が2段につけられバナナがびっしりとぶら下がっている,壁にロープがついている。バナナがたくさんある。
55088,230780,蝶ネクタイをつけた男の人がクロネコヤマトの絵がついている紙袋にガムテープを付けようとしている,男がネクタイをして絵のある袋に紙をつけようとしている。
55128,235252,3匹のキリンが揃って横を向いている,首が長い動物が横を向いている。
55162,537672,冷蔵庫にたくさんの紙が貼られている,冷たい箱に紙がたくさんついている。
55318,25191,子象が2頭泥を体につけて歩いている,子供の動物が体に土をつけて歩いている。
55431,62089,ヘルメットをかぶった子供が黒いスケートボードに足をかけている,帽子の子供が黒い板に足をのせている。
55446,29558,男の子が凧の糸を持っていてお父さんが糸を巻いている,少年が糸を持っている。大人が糸を巻く。
55475,89271,猫が帽子を被せられ、何かから頭をひょっこり出して何かを見ている,猫が帽子をつけて頭を出して見ている。
55570,121381,黒いフードをかぶった子供が手にケーキを持っている,黒い帽子の子供がケーキを持っている。
55607,183416,青空に浮かぶクジャクのような凧,青い空に鳥のような玩具が浮かぶ。
55654,335810,背景にバナナの皿に盛られたカットオレンジ,皿にバナナとオレンジがある。
55912,155687,ハンチング帽にフードをかぶって傘を持った男,帽子の男が傘を持っている。
55926,388881,水面から翼をひろげて上昇してくるカモメ,水の上で鳥が翼を広げて上がる。
56031,279140,バスの頭部分に自転車が取り付けられている,バスの前に道具がついている。
56065,464906,スキー板をはいて木にしがみ付くメガネの人物,眼鏡の人が木を持つ。板をつけている。
56156,339703,パーカーのフードを被った男性がスケートボードをしている,男が上の服を頭につけて板に乗っている。
56178,552018,カットされた野菜が器に盛りつけられている,野菜が器に盛りつけられている。
56300,127474,二人の少女が赤い帽子かぶって遊んでいる,少女が二人で赤い帽子をつけて遊んでいる。
56363,555390,信号機のポールにコーヒーの絵が描かれた看板が付けられている,信号の道具に看板がついている。飲み物の絵がある。
56396,205103,一匹の子猫がこちらに近寄って見上げている,小さい猫が近くに来て上を見ている。
56463,27565,男の子が野球のグローブをはめて笑っている,少年が野球の道具をつけて笑っている。
56569,256260,長靴をはいた男性が象の頬を触っている,長い靴の男が大きい動物の顔に手をつけている。
56763,376284,道路に設置された水栓の狭間から駐車中の車が見える,道路の水の道具の間から止まった車が見える。
56804,56983,青空を飛行中の鳥が大きな翼を広げている,青い空で鳥が大きい翼を広げて飛ぶ。
56809,169757,床に置かれた電子レンジと炊飯器とオーブントースターの乗った黒い冷蔵庫,床に黒い冷たい箱が置いてある。上に料理の機械がある。
56845,42793,夕暮のひと気の無い海辺の砂浜,暗い海岸に人がいない。
57196,532575,首輪に赤いハートのアクセサリを付けた犬が台に顎を乗せている,犬が首にロープをつけて台に頭をのせている。ロープに赤いマークがある。
57367,210654,スケボーの上に靴を載せて動いているように見せている,靴が板の上にある。動いているように見える。
57561,326572,お皿に盛られた小さなケーキにろうそくが1本たっている,皿の上に小さいケーキがある。ろうそくがある。
57567,218215,白くまが仰向けで水に身体をつけている,大きい動物が上を向いて水に体をつけている。
57647,67075,何かの植物が大きく葉を広げている,植物が大きい葉を広げている。
57708,157469,赤い帽子をかぶった男性がWiiで遊んでいる,赤い帽子の男がゲームで遊んでいる。
58127,486397,羊羊飼いのおばあさんについて行く羊たち,動物が年を取った女の後ろを歩く。
58136,302107,野球の選手がバッターボックスで球を打とうとしているところ,野球の選手が打つ場所でボールを打つ準備をしている。
58160,520832,街中を帽子をかぶった女性が歩いている,街で帽子の女が歩いている。
58314,322987,ピンクのワンピースに耳にリボンを付けたテディベアが右手にバラの花束を持っている,動物の人形がピンクの服を着ている。右の手に花を持つ。耳にピンクの布がある。
58460,125107,空のペットボトルに顎を乗せるパグ,犬が空の瓶に頭をのせている。
58526,872,ミズノのスパイクを履いた男性がランナーで走っている,男が靴で走っている。
58527,285929,森の茂みの中に動物たちが潜んでいる,森の草の中に動物がいる。
58618,293022,いろんな種類の絵を飾って売っている,絵を飾って売っている。
58757,292616,パイプのうえに六羽のすずめが止まっている,道具の上に鳥がたくさん止まっている。
58767,228721,2頭のシマウマたちが後ろを向いている,白と黒の動物が二匹で後ろを向いている。
58956,381842,BRADと書かれた緑の看板が立っている,緑の看板に文字がある。
58983,401816,3びきの馬を3人の人が率いている,人が動物をつれている。
59061,2685,お酒屋さんでワインを飲んでいる,酒の店で酒を飲んでいる。
59158,306644,たくさんのの携帯電話が並べられて、売られている,電話がたくさん並んで売られている。
59163,511299,川岸に赤い船がつけられていて人が乗っている,川のそばに赤い船がついている。人が船に乗っている。
59193,272713,花瓶に綺麗に花が添えられている、横には動物がいる,瓶に花がある。横に動物がいる。
59213,496718,部屋でwiiのゲームをしている女性がいる,部屋で女がゲームをしている。
59289,540264,ネクタイを締めてもらっている男性がいる,男がネクタイをしてもらっている。
59294,355871,女性が帽子をかぶった男性に挟まれながらピザを食べている,女が男の間で食べ物を食べている。
59368,157283,部屋の窓枠にイルミネーションが付けられている,部屋の窓に電球がついている。
59374,283881,イヌのぬいぐるみがバッジをつけている,犬の人形が賞をつけている。
59448,342593,帽子をかぶった男の子が首にメダルをさげている,帽子の少年が首に賞をさげている。
59602,333730,柵の外にはカメラを首から下げた白人の老人男性、中には草を食べる動物たち,壁の外に白い肌の老人の男がいる。首にカメラがある。中に動物が草を食べる。
59639,270354,白いペンキで塗られた木造の建物が立っている,白い木の建物が立っている。
59680,285293,ベンチに腰掛け左に体を開き、こちらをみている帽子をかぶった青年,帽子の若い男が椅子に座っている。左に体を開いてこちらを見ている。
59777,253770,メガネの男性2人がwiiをしている,眼鏡の男が二人でゲームをしている。
59809,235839,右耳にピアスを開け、メガネをかけ、帽子をかぶった男性がいる,男が右の耳に穴がある。眼鏡で帽子をかぶっている。
60014,389256,ティアラを被った女性がケーキを切ろうとしている,女が頭に金の物をつけてケーキを切ろうとしている。
60034,310202,市場で大量のバナナを売っているおばあさん,市場で年を取った女がバナナをたくさん売っている。
60150,124766,青い蝶ネクタイをして帽子をかぶった男性がいる,青いネクタイと帽子の男がいる。
60164,176362,黒いヘルメットを被ったバッターが、バットを構えている,黒い帽子の選手が道具を持って準備している。
60205,98590,赤い服を着た子供と青い服を着た子供が、スキー板を履いて並んで立っている,赤い服の子供と青い服の子供が板をつけて並んで立っている。
60454,451440,椅子の上に、首を付けた猫がお座りをしている,椅子の上に猫が座っている。
60573,441442,ヘルメットを被っている人が馬に跨っている,帽子の人が馬に乗っている。
60710,491061,白いドレスを着て傘をさしている女性が笑って立っている,白いドレスの女が傘をさして笑って立っている。
60724,87476,ヘルメットをかぶった子供が大人に支えられながらスケートボードに乗っている,帽子の子供が大人に支えられて板に乗っている。
60770,392506,女性がバナナや瓜などを外で売っている,外で女がバナナや果物を売っている。
60945,499716,しまうまが立っていて一頭は地面の匂いを嗅いでいる,白と黒の動物が立っている。もう一つの動物が地に頭をつけている。
61058,200421,赤いコーンをかぶった男の子がテニスラケットをもっている,赤い帽子の少年がテニスの道具を持っている。
61399,243989,赤い帽子をかぶった男性がスケートボードを持って立っている,赤い帽子の男が板を持って立っている。
61567,321308,木の棒にストップの標識が付けてある,木の棒に止まる看板がある。
61608,379552,薬指に指輪をはめた人がブロッコリーをつかんでいる,指に円の物のある人が野菜をつかんでいる。
61641,7816,白いヘルメットをがぶった男性がバイクに乗っている,白い帽子の男がバイクに乗っている。
61953,18267,熊のぬいぐるみが布団をかぶって寝ている,動物の人形が布をかぶって寝ている。
61988,576084,乳搾りをしている男性が写っている,男が乳を取っている。
62068,210299,男の子がヘルメットを被って自転車に乗っている,少年が帽子をかぶってバイクに乗っている。
62244,209757,帽子をかぶった人がスケートボードをしている,帽子の人が板に乗っている。
62543,431876,ヘルメットをかぶり馬にのった男性がうつっている,帽子の男が馬に乗っている。
62559,64300,水辺の岸の上で黒い羽の鳥が翼を広げている,川のそばで黒い鳥が体を広げている。
62629,519088,赤いトラックの後ろに赤い帽子をかぶった人がいる,赤いトラックの後ろに赤い帽子の人がいる。
62727,253432,丸めたお肉を焼いたものとブロッコリーである,肉と野菜の焼いた物がある。
62794,30931,冷蔵庫にいろんな種類のマグネットが貼られている,冷たい箱にいろんな道具がついている。
62819,327807,電車の前で食べ物や飲み物を売っている,電車の前で食べ物や飲み物を売っている。
62835,38828,長靴を履いた女性が馬に乗っている,長い靴の女が馬に乗っている。
62978,527718,スキー場にスノーボードをつけた男性が座っている,雪の場所で板をつけた男が座っている。
63091,97924,二人の男性が後ろから馬を押してトラックに乗せようとしている,二人の男が馬を押して車にのせようとしている。
63227,243777,空港の乗り場を見ながらカフェでビールを飲み仕事をしている,空港の乗り場を見ている。男がビールを飲んで仕事をしている。
63284,573072,緑のヘルメットを被っている人がバイクに乗っている,緑の帽子の人がバイクに乗っている。
63473,82662,鉄塔にストップと描かれた標識が付けてある,高い建物に止まると書いた看板がついている。
63646,226346,路面で洋服や雑貨を販売している,外で服や道具を売っている。
63829,378169,黒いシャツに赤いネクタイを締めている男性がいる,黒い服の男が赤いネクタイをしている。
63931,18666,ボーダー服の人が傘をさしている,服の人が傘をさしている。
63946,572347,象が黒髪の女性の頭に鼻をのせている,大きい動物が女の頭に鼻をのせている。
64008,328921,三体のマネキンがそれぞれ帽子をかぶっている,人形がたくさんある。帽子をかぶっている。
64059,58492,くちばしの大きな鳥が羽を広げている,口の大きい鳥が羽を広げている。
64142,110265,二人の男性がコントローラーを持って手を振って運動している,男が二人でゲームの道具を持って手を振って運動している。
64148,512455,スキー場で、黒い上着に、赤いパンツをはいたスノーボーダーがジャンプしている,雪の場所で黒い上の服の人が赤いズボンで板で飛ぶ。
64179,227960,にんじんとミニキャベツのオリーブオイル炒めである,野菜の食べ物がある。
64212,507750,スキー板をつけた男性が水の中に落ちそうになっている,板をつけた男が水に落ちそうになっている。
64367,383777,帽子をかぶった男性が自転車に跨って立っている,帽子の男がバイクにまたがって立っている。
64483,174902,標識に沢山のシールが重ねて貼られている,看板にたくさんの紙が重なってついている。
64619,355513,男性が雪山でスノーボードの板を履いて立っている,男が雪山で板をつけて立っている。
64669,143948,青いネックレスをした女性が、手に持ったコップを見て何か言っている,青い物を首につけた女がコップを見て話している。
64854,484441,キャッチャーがグローブをかまえている,野球の選手が手に道具を持っている。
64899,373486,スケボーでジャンプしながら階段をかけおりる帽子をかぶった男性,帽子の男が板で階段を下っている。
64904,13296,ピエロのようなメイクをして赤と白の帽子をかぶって自転車に乗る男性,赤い帽子の男が車に乗っている。
64919,395402,口に白いものをつけた毛がふさふさの犬,犬の口に白い物がついている。
65018,415880,帽子をかぶった男性が腕を組んで立っている,帽子の男が腕を組んで立っている。
65253,345400,女性がテーブルの上に並んだ料理に箸をのばしている,女が机の上の食べ物に手をのばしている。
65446,118447,テニスラケットを持った男性とピンマイクをつけた女性がいる,テニスの道具を持った男と女がいる。女に小さい道具がついている。
65466,132615,赤いヘルメットをかぶった人がバットでボールを打っている,赤い帽子の人が道具でボールを打っている。
65468,432553,バスに首輪をした2匹の犬が乗っている,バスに犬が乗っている。犬の首にロープがある。
65472,431023,レギンスを履いた女性が携帯電話で話をしている,女がズボンをはいて電話で話している。
65589,307364,道行く人たちが傘を差している,道行く人たちが傘を差している。
65705,419106,道路の標識が一本の棒に二つつけられている,道の看板が長い物についている。
65827,273715,スキー板をはいた人がレースでゴールしようとしている,雪の上で板をつけた人が速く滑っている。
65889,223122,低い位置に備えつけられている便器,低い位置にトイレがついている。
66009,389869,海辺を裸足の女性が歩いている,海辺を裸足の女性が歩いている。
66013,376307,南国のフルーツと野菜を売っている人々がいる,果物と野菜を売っている人々がいる。
66050,348519,しっかりと味付けされたツナのハンバーガーり,肉の食べ物がある。
66391,477542,時計塔の建物で、塔の上には、旗がつけられるようになってる,時計塔の建物で、塔の上には、旗がつけられるようになってる。
66593,39951,キャップをかぶった少年がテニスをしている,キャップをかぶった少年がテニスをしている。
66653,437554,男性が赤いネクタイを付けてポーズを決めている,男性が赤いネクタイを付けてポーズを決めている。
66908,41020,女性がシルバーの馬に赤い布の鞍をつけて乗っている,女が馬に赤い布をつけて乗っている。
66931,310545,煙草をくわえた人がパンを指さしている,煙草をくわえた人がパンを指さしている。
66983,225686,自転車を触りながら立っている男性が帽子をかぶっている,車のそばで帽子の男が立っている。
67018,372161,2頭のシマウマが頭をくっつけている,白と黒の動物が頭をつけている。
67048,156302,スーパーマーケットでフルーツがいろいろ売られている,店で果物が売られている。
67049,531816,顔にペイントをした女の子がぬいぐるみを持って立っている,顔にペイントをした女の子がぬいぐるみを持って立っている。
67100,166437,壁に時計がたくさん取り付けられている,壁に時計がたくさん取り付けられている。
67542,252696,男性は右手にリストバンドをしている,男が右の手に布をつけている。
67660,291404,前面にショベルをつけた白いトラックが走っている,白い車の前に道具がついている。車が走っている。
67687,462330,黒いリモコンの隣に犬が仰向けで寝ている,黒いリモコンの隣に犬が仰向けで寝ている。
67826,7867,たっぷりのチーズを乗せた焼きたてのピザ,たっぷりのチーズを乗せた焼きたてのピザ。
67884,525705,バッターボックスで青いユニフォームの男性がバットを構えている,青い服の男が打つ場所で道具を持って打つ準備をしている。
67926,301467,草原に野生の動物たちが走り回っている,草原に野生の動物たちが走り回っている。
68064,107257,落書きされた白いガスコンロが外にある,白い火の道具に絵がある。外にある。
68160,55594,赤い服を着た人は頭にターバンを巻いている,赤い服の人が頭に布を巻いている。
68429,312081,シルクハットをかぶった着ぐるみを子供の前に立っている,シルクハットをかぶった着ぐるみを子供の前に立っている。
68602,428973,ピンクの服を着たこどもは靴をはいていない,ピンクの服を着たこどもは靴をはいていない。
68664,412440,車内販売のピザを歩道で立ち食いしている,車内販売のピザを歩道で立ち食いしている。
68720,44823,馬に乗った人物は帽子をかぶっている,馬に乗った人物は帽子をかぶっている。
68756,438628,キーボードの上に猫が頭をつけている,キーボードの上に猫が頭をつけている。
68775,431364,気がある道を傘をさした女性が歩いている,気がある道を傘をさした女性が歩いている。
68809,197245,一匹の猫がリモコンにもたれかかっている,一匹の猫がリモコンにもたれかかっている。
68850,74704,ハンチング帽をかぶった男の人がバットを振ってボールを打とうとしている,帽子の男が道具を振ってボールを打つ準備をしている。
68880,434415,車のなかで帽子をかぶった男性が笑っている,車のなかで帽子をかぶった男性が笑っている。
69004,192332,柱には2つずつ照明が取り付けられている,柱に明るい道具がついている。
69041,310545,たばこをくわえた人の左手は親指と人差し指を伸ばして右手で親指を立てている,たばこをくわえた人の左手は親指と人差し指を伸ばして右手で親指を立てている。
69194,245534,建物の壁に青い時計が付けられている,建物の壁に青い時計が付けられている。
69254,308599,赤いドアにstopと書かれた看板が立てかけてある,赤いドアのそばに看板がある。看板に文字がある。
69455,56541,黒猫が蜂の頭巾をかぶっている,黒い猫の頭に帽子がある。帽子に虫の絵がある。
69705,183676,自転車にサーフボードが取り付けられている,車に板がついている。
69804,1840,たくさんの和傘が木につるされている,木にたくさんの傘がある。
69885,207179,シートにビニールを被せてあるバイクが並べて置いてある,バイクに布がある。バイクが並ぶ。
69896,5513,帽子をかぶった女の子が凧をあげている,帽子の子供が道具を空にあげる。糸がある。
69940,440830,女性が笑顔で複数のスーツケースを押している,女が笑う。女が荷物を押す。
69958,208031,乗馬をしている人、馬の足首にはサポータをはめている,人が馬に乗る。馬の足に布がある。
69982,116712,白いヘルメットをかぶったライダーがカーブを曲がっている,白い帽子の人がバイクで曲がっている。
70069,5673,黒いテンガロンハットをかぶった男性が写真を撮っている,黒い帽子の男がカメラを持つ。
70079,254479,木と枝の間に小熊がつかまっている,木と枝の間に小さい熊がいる。
70135,309933,キッチンの棚に電子レンジがはめ込まれている,料理をする場所の棚に機械がある。
70277,186705,キャップをかぶった男性がグラスを手に笑っている,帽子の男がコップを持つ。男が笑う。
70524,300082,白い犬が尻に帽子をかぶって人の足元にいる,白い犬の尻に帽子がある。犬が人の足の下にいる。
70967,91636,黒い帽子を被って黒いサングラスをかけた人がバイクにのって正面を指さしている,黒い帽子の人が黒い眼鏡を目につける。人がバイクに乗る。前を見る。
71269,457538,男の子が野球のユニフォームを着て赤いグローブをはめて笑っている,子供が野球の服を着る。子供の手に赤い道具がある。子供が笑う。
71482,44508,帽子を被って白いシャツを着た男がいる,帽子の男が白い服を着る。
71611,46551,wiiのコントローラーを持ってプレイする人達,人々が道具を持つ。人々がゲームで遊ぶ。
71887,345136,帽子をかぶった小さな男の子が、草むらではいはいをしている,帽子の小さい子供が草の上にいる。子供が手と足で進む。
72011,25158,帽子をかぶった女の子が赤いフリスビーを投げようとしている,帽子の子供が赤い丸い道具を投げる。
72161,138022,赤い車にサーフボードが付けられている,赤い車に板がついている。
72179,451951,ヘルメットをつけた男性がスケートボードで道路を滑っている,帽子の男が板で道を滑る。
72314,477924,スキーウェアの格好をした子供が振り返ってこちらを見ている,子供が冬の厚い服を着る。子供が後ろを見る。こちらを見る。
72342,106484,男性が赤いリードをつないだダルメシアンと散歩している,男が赤いロープをつないだ犬と歩く。
72370,561164,SYSTEM STREETと書かれた看板が付けられている建物,建物に看板がついている。文字がある。
72421,359268,ミキサーにビンをかぶせて使っている,機械に瓶をつける。機械を使う。
72436,441196,帽子をかぶった男がトイレで撮影している,帽子の男がトイレにいる。男がカメラを持つ。
72502,292075,キリンが壁に鼻をつけて立っている,首が長い動物が壁に鼻をつける。動物が立つ。
72707,495064,川のそばにある寂れた赤いバス,川のそばに古い赤いバスがある。
72791,67896,ビルの外壁に取り付けられた巨大な時計,建物の外の壁に大きい時計がついている。
72883,494580,魚料理が皿からはみ出して盛り付けられている,魚が皿の上にある。皿から少し出る。
72967,506577,落書きのされた壁の手前に自転車がある,絵のある壁の前に道具がある。
72982,475990,カラフルなデコレーションのチョコレートカップケーキと飲み物,甘い食べ物と飲み物がある。
73001,94651,ピンクの装飾をつけた猫と何もつけていない猫がいる,ピンクの物がある猫と、物がない猫がいる。
73006,191691,男性がシェービングフォームを顔に塗ってT字の髭剃りを使っている,男の顔に白い物がある。男が道具を使う。
73050,393469,スノーボードをつけた人がヒザ立ちをしている,雪の上に板がある。人が膝で立つ。
73056,433676,5人の中に鳥を模したスキーウェアを身につけた人物がいる,人々の中に人物がいる。鳥のように見える服がある。
73472,259986,古いぬいぐるみが展示されたショーケース,古い人形がガラスの箱にある。
